wallet_address,reward_morbius,balance_morbius
0xf449f0defdd4b235b3e8f125ca0564fad8d0b21f,1652.663375838376679194,2000000.0
0xf7b5054c0b8b67e7b0f6454747d98452f736787d,1652.663375838376679194,2000000.0
0x38176e738305c9ee29d8f44207f1f533540ca918,1566.27383416749620163,1895454.158500903331443136
0xea0101d680e4009435d93f4bcb4a5bd46c4c3cd7,1566.067985824480510685,1895205.047464711503808519
0x243340a06457b3faa426591538ab2b7f6dbf1271,1502.319193714767357102,1818058.312029403461539643
0x5906f59fe0d0eed9dec2ccb62f48eda65304880a,1416.28587403664480412,1713943.558915232389046923
0xeb7806aa7c0331c8136d29783c6cb461634a47ff,1387.667510228850411167,1679310.536575426941584949
0xa0da3b2ab1601cdec4874b59646b1a1ccedb48cf,1322.130700670701343355,1600000.0
0x1a7590abc95af2690c40a2345bc8b7f795780215,1233.015512222519659223,1492155.668539608560161355
0xf2e226407514e042c1a4c5ed4344bdc35913b585,1172.252124264890934192,1418621.773076106595053778
0x0744ddbacdf0b04f6e55d283aa31b854458cf2a2,1039.2542806729038341,1257672.065426756818201463
0xc754f2eb4a8975d817d9ce32c9b8096d9711d71a,1036.491740548892561677,1254328.928325276768360638
0xee1a3bef8409914063b8651021b5900412b79bd3,1016.263503665788937265,1229849.367419121783324531
0xf7e4be03b2e2b3959beefec73fd7082af4b3fd89,1012.831179405043703419,1225695.679123095913995413
0x5aa8f224b3028a5782ede52cbca82d2be7cd66ac,867.037404361968922814,1049260.747273631633980749
0xa775f494098d93a2c370dd85f29201a73ac3e2ee,833.720741327737438174,1008941.9945
0x228edc04e5c368e9701be8a2c9c64bdb58a9adad,826.331687919188339597,1000000.0
0xcfab6a4b44672120661eb5a0a09f14b4036c8e4c,809.975304470091960643,980206.031442066684463235
0x8058accc2cabf54bbe0219c4e5ebdaf589c6bc15,794.008268877817086495,960883.239123062235151734
0x85868210235b98125fbcdf71ca348ffea886d428,729.038862744249467799,882259.355901097080106586
0xf507f2b75032937a6a8e9fa93d4add259e659c5e,703.547471855809540958,851410.495496589786816853
0xe8e9a8d1874e77eb2075d5f3020ad59d4dbe099b,661.065423567335956334,800000.08862299044717053
0xc8f30ca4e2ab55c5751288c83019fd6ca3c5bf16,654.001122872787180584,791451.099400106338479216
0x530af960cbb4d3c5f79ff67aa3c4ac06b0882d3c,640.394570894369573308,774984.888340621628106525
0x02d54229adef31ea47b5ea23c92efb4c3d5768e1,627.375681139584516856,759229.847180856437681614
0x54b57acd7993283b060806ca3617b4d2677d25bc,614.986727625008988659,744237.134574405946342326
0xaaec6bcaad1c8560f3f7b0757cce2c1491dfc986,608.707271399615628536,736637.93885530450998617
0xe94396191532b45c9fa27b085be8bf73e968a698,578.432181543431837717,700000.0
0x0b00dc6833f2a7fecb3910e8a2777e826dda5500,556.820864483141170932,673846.68
0x314a0ee60770caa753fc155b0eeaf17a3a26eba8,522.212941601480254483,631965.286138888115075176
0x1f0d351ca79480d448bd2290ffb27b25a4ee523f,522.03504384294723354,631750.0
0x3d6a68d3d8ec3e3e1b28eb059d0865b6a1f6d6d6,510.395530144013062049,617664.235325715276789918
0x5daec7d73f1a2aabce8ed5cddd74b80be1b35001,483.339182238209361237,584921.514332000106010403
0x0cb08086b9aeeef4410f2b2e050a586c1944e897,457.971616653184294136,554222.503322384914836908
0xe2e83f56c43c009a19875a3421b53f139541ff23,438.217832541662990549,530317.109882537624212997
0x66184928f9ed4deb086da37ed0e51c1041514ee3,427.058101582521915009,516811.962830458884498655
0xbcfd2255b4ac0ecb2ee9405c5c289d2b9554fdaf,422.9189956042646946,511802.950058989315672668
0x9f54598363ada26717656c11dcc66a96bf856b5a,413.390997341476783011,500272.473372586713918763
0xbf616f138ea823ae8c1c2c29353c919be1045078,413.242640709713786328,500092.936954061390079341
0x735e6a45ab33354103e670eb28585334dba6ae99,413.167872589771618526,500002.454982916795899904
0xa832fcc43d40b925c803d5fbbdad1fe58392b1c5,396.043079855165151843,479278.582251218774356182
0x51d9ad7ca08c0db83eb301088909e497a6ab52a5,395.34954590589744068,478439.289798312701389048
0xfc55df4bd90c01ead2e766173e98d52ee4f9bbcb,392.91179731832127707,475489.2049556089990184
0x6bfa628b0d625380f327fe639a06f34b31304803,392.219519591669079146,474651.432742860575786997
0x0f2a864dba126dcfb18bd0d801e75729627dcf22,390.583893874529443812,472672.051168787874311207
0xfd7221a4cb6c675b83ff9b7e7bcf0b49832d0ca0,370.520499435327648334,448391.977280148729489077
0xe72f93993f71a4b84246f7cf45be2b3473358461,359.454284244846927724,435000.000000000000000001
0x9d971424e5d93ed64c567e3ef26e1498c53318fd,356.319544081760966075,431206.438396451128640691
0x24a4804758c5c4e6a4ce9d0a181f2dfff4ae70c4,346.555396694384463473,419390.181643713124079616
0x91cf181228a3372d514db45472a23d50cdf78b40,330.532675167675335838,400000.0
0xb6b3b6b3f5605b276b6347bb1cc34c3532362378,328.835281142898672336,397945.868409027221902814
0xed8474661afdee99a4db9e1b2f36dd03da0af075,296.634344310588464005,358977.331557443574904536
