tournament_id_hex,token_address,token_symbol,total_deposited,amount_paid_out,remaining,decimals
0x2c6a5e96b14883663410a1bdcdb8f6e00cb18c05eedbf250e9f30c29a205b671,0x33779a40987F729a7DF6cc08B1dAD1a21b58A220,RICH,1000000000000000000000,0,1000000000000000000000,18
